nome_cliente,email,idade,data_compra,valor_compra,produto_id,ativo
kevin lopes,qribeiro@lopes.net,48,31-02-2023,"530,18",366-K,0
Yago Araújo,joao-pedrolopes@cardoso.com,,31-02-2023,R$ 251.19,374,false
Pedro Lucas Gonçalves,lucasmoraes@hotmail.com,,14/11/1961,"975,0",,yes
Isis da Paz,nunesmaria-julia@ig.com.br,,31-02-2023,R$ 281.27,985,true
GUSTAVO HENRIQUE MARTINS,da-cunhamaria-fernanda@ig.com.br,,2021-05-30,8075.4,null,sim
Kamilly Peixoto,cecilia15@caldeira.br,,15/02/1998,4466.8,795-O,1
Clara Pires,cbarbosa@duarte.net,,1978-04-18,1096.25,345,no
Alana da Cunha,ana-luiza76@nascimento.br,68,31-02-2023,138.92,862-D,não
Carlos Eduardo da Costa,email_invalido@.com,,2022-08-06,"799,29",351-B,sim
Luigi Melo,wvieira@silveira.org,54,05/04/2006,1735.82,,1
Elisa Lima,luiz-felipe18@gmail.com,32,2010-11-11,R$ 959.38,,não
ENZO MELO,mariana97@gmail.com,,31-02-2023,R$ 429.58,363-J,no
Giovanna Azevedo,luiz-felipe77@yahoo.com.br,,31-02-2023,"664,53",,sim
catarina da cruz,nnogueira@moreira.br,,2009-05-28,R$ 920.7,503-R,false
Sra. Isadora Gomes,sarahda-mata@hotmail.com,,1999/04/15,4390.3,616,não
DANIELA ROCHA,rocharaquel@yahoo.com.br,,2009-12-16,1610.57,199-R,true
Luna Lima,murilorezende@yahoo.com.br,,1953/09/30,"573,53",745,sim
Enzo Gabriel Barbosa,ucunha@bol.com.br,53,31-02-2023,R$ 477.17,720,true
Larissa Gomes,fpereira@almeida.br,,1997-02-14,4390.48,null,
Amanda Novaes,qgomes@ribeiro.br,33,24/08/1937,"83,53",null,false
Emanuella Campos,ana-carolinanascimento@da.com,,22/10/1974,"803,15",480,não
DR. CAIO VIANA,arthurfarias@silveira.com,26,2005-03-20,R$ 386.66,360-S,true
sr. gustavo duarte,lucas25@azevedo.com,,1987-12-07,R$ 953.48,120,sim
João Miguel Costela,luiz-miguel84@hotmail.com,,05/10/1955,"97,33",null,no
Clara da Rocha,castromiguel@da.com,,11/10/1986,8616.96,602-T,1
Rodrigo Da Cunha,pedro-henrique10@mendes.org,33,09/08/1983,4585.73,,
Davi Nunes,acavalcanti@yahoo.com.br,25,31-02-2023,9857.96,626,true
pedro nogueira,diogo51@yahoo.com.br,,11/01/1968,5285.92,948,sim
rodrigo martins,email_invalido@.com,,2023-11-02,4658.21,null,não
JOAQUIM PINTO,email_invalido@.com,26,05/11/1971,"544,17",,não
Carolina Almeida,da-costaleticia@da.br,39,31-02-2023,3313.28,146-Y,
GUILHERME DAS NEVES,marcelo66@nascimento.net,,13/03/1950,7378.65,null,sim
FRANCISCO MONTEIRO,imonteiro@silva.br,,2015-09-22,1054.47,null,yes
Emanuella Peixoto,costaolivia@aragao.net,56,1976-12-06,R$ 499.55,553,true
Otávio Costela,ana-livia16@rocha.com,,28/02/1978,R$ 271.72,621-S,sim
sra. clara das neves,maria-fernanda82@novaes.br,,2015-07-06,1630.28,,0
SRA. ALANA OLIVEIRA,lda-costa@bol.com.br,,31-02-2023,R$ 71.8,,sim
Sofia Carvalho,email_invalido@.com,,31-02-2023,R$ 697.34,,false
Ian Vieira,clariceda-conceicao@rezende.com,,01/02/1971,752.92,,yes
maria vitória costa,maria-juliada-paz@gmail.com,63,1988/11/03,"178,77",,0
Stella Dias,wfogaca@ig.com.br,,07/05/2004,R$ 807.34,null,0
MARIA CECÍLIA CARVALHO,csilva@lima.com,,19/04/1938,1180.34,null,no
cecília fogaça,brendada-cruz@hotmail.com,,1965/05/05,7398.78,null,não
pedro farias,silvaraquel@teixeira.com,,2002-01-21,R$ 166.14,null,true
luiz henrique farias,barrosotavio@goncalves.br,24,2012-07-10,R$ 419.61,612,no
DAVI LUCAS CUNHA,lorenajesus@gmail.com,,2002/06/10,2669.62,null,
João Miguel Castro,email_invalido@.com,,1970/10/02,9076.25,,0
BEATRIZ CARDOSO,barbosaigor@ig.com.br,62,31-02-2023,"874,55",511,
Ana Júlia Monteiro,fernandocavalcanti@da.org,,2016-09-04,R$ 180.18,833-Z,sim
MARCOS VINICIUS SALES,castroeduarda@hotmail.com,,1977/01/13,R$ 304.1,914-Z,sim
LETÍCIA DAS NEVES,isabella97@uol.com.br,24,1970/08/14,R$ 658.49,null,yes
Sr. Ryan Gonçalves,oliveiraana-julia@freitas.com,,31-02-2023,"106,5",115,não
sophie aragão,gabrielamonteiro@da.br,30,1951/03/07,"795,32",,no
Fernanda Farias,maria-aliceporto@almeida.com,,10/11/1986,"838,37",906-V,sim
SRA. LÍVIA PEIXOTO,diegoferreira@da.br,,1980/06/27,R$ 128.8,,sim
paulo jesus,eloahfernandes@yahoo.com.br,57,2010-03-09,"780,34",630,yes
GIOVANNA SANTOS,erick15@uol.com.br,56,27/02/1985,"809,12",,false
GIOVANNA CUNHA,alexandre27@vieira.com,,31-02-2023,"78,11",819-M,
KEVIN MORAES,ycorreia@da.com,,05/02/1974,7967.56,892,no
EMILLY CARDOSO,eduardonovaes@porto.net,48,31-02-2023,640.67,null,yes
VINICIUS GONÇALVES,pietra15@gmail.com,63,1981-12-07,3932.9,null,
Antônio Rocha,maria-cecilia49@ig.com.br,31,2022-09-18,R$ 299.8,701,false
FELIPE DA CRUZ,da-luzkaique@moreira.net,,31-02-2023,R$ 403.16,,true
LUCCA DIAS,heitor67@ig.com.br,63,14/08/1935,4147.23,null,1
RAFAELA MOURA,email_invalido@.com,,10/12/1983,"296,93",,0
Valentina Da Mota,rfreitas@bol.com.br,,31-02-2023,7287.27,987-H,yes
MANUELA GOMES,jfreitas@hotmail.com,,28/03/1945,R$ 504.76,,0
Enzo Carvalho,oliveiraluiza@porto.com,,06/12/1997,R$ 647.2,415,yes
ANA BEATRIZ MENDES,ana-beatriznovaes@porto.br,22,31-02-2023,"700,29",,yes
Bárbara Farias,bda-rosa@barros.com,,1982-12-19,6574.84,,
emanuella da rosa,email_invalido@.com,,31-02-2023,380.25,171,
SRA. MARIA FERNANDA PINTO,carolinada-luz@ig.com.br,,15/07/1937,"119,5",839,
samuel mendes,joana49@ig.com.br,31,2006-02-27,R$ 914.1,805-Z,sim
Anthony Oliveira,email_invalido@.com,,1998-02-19,R$ 279.5,,0
Luiz Gustavo Lopes,luigicaldeira@lopes.com,,31-02-2023,"715,19",,1
Sr. Pietro Freitas,caua28@yahoo.com.br,,12/12/1941,"480,28",,true
melissa gomes,diogopires@ramos.br,,2001-03-11,R$ 847.16,485,não
miguel melo,nina49@bol.com.br,,06/09/1940,"677,50",516-T,no
Dr. Nicolas Nascimento,joana33@gmail.com,,31-02-2023,R$ 0.34,null,false
sr. caio cardoso,dferreira@bol.com.br,,1948/06/14,R$ 438.34,null,false
sr. eduardo almeida,martinslucas-gabriel@lopes.com,,1978-02-19,8793.21,null,yes
Davi da Mota,alanafreitas@bol.com.br,,1950/02/13,"171,97",771,
Maria Clara Da Cunha,gustavo78@bol.com.br,,1987-11-01,"882,72",null,no
DIEGO DA PAZ,gabrielcosta@uol.com.br,67,31-02-2023,"65,64",null,não
STELLA CARVALHO,sophia24@bol.com.br,,2000-06-10,2261.14,null,yes
ELOAH BARROS,email_invalido@.com,23,1949/08/05,2168.38,,não
luiz miguel duarte,costelastephany@uol.com.br,,31-02-2023,7356.54,263,0
srta. heloísa costela,rafaelapinto@rodrigues.br,,1967/05/16,R$ 652.3,,não
esther da paz,fernanda34@rocha.com,,1996-08-24,"769,0",642,sim
mariana das neves,bmonteiro@gmail.com,,1984-10-23,R$ 296.43,391-C,1
sr. anthony fernandes,isadora28@hotmail.com,,27/11/1973,1836.7,null,true
Cauã Lopes,da-cruzfrancisco@yahoo.com.br,,2017-11-28,8872.76,410,
VINICIUS DA ROCHA,lcampos@almeida.br,,1989-01-30,1292.83,401,false
kaique silveira,esther93@bol.com.br,,10/05/1934,2606.72,790-Y,0
Agatha Ramos,piresbenjamin@costa.br,28,25/04/1963,R$ 503.17,null,0
ian castro,davi-lucca89@nunes.com,,31-02-2023,2915.3,927,false
SR. ISAAC DUARTE,isadoraduarte@aragao.br,,21/02/1976,R$ 825.9,218,no
João Vitor Teixeira,rafael89@hotmail.com,,2011-08-22,"941,16",,1
Vitor Hugo Vieira,da-conceicaolarissa@souza.com,64,1969/08/19,886.99,null,não
Luna Sales,barbosanina@moraes.br,,20/01/1942,"44,28",,1
Leonardo Correia,amandaramos@aragao.br,38,14/09/1984,4856.83,525,1
Dr. Henrique Fogaça,ycostela@hotmail.com,,1989-04-10,R$ 742.96,null,false
BIANCA LOPES,snogueira@hotmail.com,,27/10/1975,"104,84",,yes
Davi Lucas Barros,miguel09@ig.com.br,,2009-07-12,"54,30",318-J,1
YURI BARROS,clara31@pires.com,,1986-10-14,R$ 801.77,549,
RAUL PORTO,ana-sophia83@bol.com.br,68,1990-11-09,R$ 205.54,496-N,1
DANIELA ROCHA,isabella85@ig.com.br,,31-02-2023,R$ 551.99,,no
Paulo da Costa,jda-mata@goncalves.net,,2000-12-21,"448,3",null,0
Raul Das Neves,henrique88@ig.com.br,,1951/09/12,4677.93,,false
LEONARDO PEIXOTO,pdas-neves@nogueira.com,,1973/07/17,"365,88",,no
PEDRO MIGUEL DAS NEVES,email_invalido@.com,,1980-01-23,"858,73",993,true
Yasmin Castro,enrico55@bol.com.br,,31-02-2023,R$ 190.2,344-N,true
CATARINA DA MOTA,luiz-fernandomartins@rodrigues.br,,08/05/1942,R$ 74.69,417-D,sim
Mariane Da Paz,zdas-neves@da.br,37,1996/02/02,"728,93",,false
THEO DA LUZ,email_invalido@.com,34,13/01/1969,"108,13",,sim
OLIVIA FERNANDES,diascalebe@silva.org,19,1978-07-04,3009.5,null,
Manuela Caldeira,kaique89@gmail.com,53,2012-07-24,9454.6,363,não
Isabella Dias,almeidapedro@araujo.br,66,22/12/1971,1571.51,null,sim
PIETRO DA MOTA,email_invalido@.com,,2021-01-10,6202.75,,0
NINA MOURA,qda-rocha@gmail.com,49,31-02-2023,5873.94,,false
SR. SAMUEL MONTEIRO,ryan47@hotmail.com,,1951/02/26,R$ 567.49,203,no
Milena Nascimento,oliveiranina@uol.com.br,,1992/08/13,8304.88,639-N,1
MARINA NASCIMENTO,danilo52@gmail.com,,1990-01-31,"673,54",,
Luiz Gustavo Farias,barrosana-beatriz@melo.br,49,31-02-2023,575.33,986,0
Maria Vitória da Mota,ioliveira@correia.com,21,31-02-2023,"873,94",152-R,yes
isadora pires,email_invalido@.com,52,03/08/1952,3251.65,,true
maria fernanda vieira,cmelo@yahoo.com.br,,1965/03/30,R$ 488.24,,sim
Stephany Nascimento,raul16@freitas.br,,31-02-2023,"98,98",199,false
MARIA SOPHIA VIANA,cunhaluiz-fernando@viana.br,,31-02-2023,"971,91",null,não
DRA. SOPHIE JESUS,email_invalido@.com,,06/04/1981,1612.86,771-B,no
Srta. Julia Moraes,apeixoto@yahoo.com.br,,1978/08/23,R$ 777.55,,true
LAVÍNIA CAMPOS,arthur52@ig.com.br,63,1989-03-08,2457.1,901,sim
Thomas Azevedo,luiz-fernandomoreira@ig.com.br,,31-02-2023,"857,1",null,no
ISABELLA BARBOSA,orocha@gmail.com,,21/02/1990,2414.21,,não
dr. lucca souza,ana-carolinaferreira@cardoso.com,,1955/03/01,R$ 304.37,525,false
Sra. Ana Laura Da Cruz,monteirojoao-miguel@azevedo.org,22,1940/01/02,"576,80",null,1
Sr. Thomas Santos,pedro-miguel31@porto.com,39,18/11/2001,R$ 928.95,782,não
JOÃO MIGUEL MONTEIRO,cauarodrigues@hotmail.com,52,2002-01-13,"446,17",null,yes
GUSTAVO HENRIQUE MORAES,luiz-henrique74@uol.com.br,,29/11/1960,"663,16",881,sim
Sr. João Gabriel Martins,daviazevedo@peixoto.org,,31-02-2023,4216.22,810-N,false
Dr. Davi Lucas da Rocha,alexia37@yahoo.com.br,,1934/05/18,R$ 825.42,null,0
Breno Cunha,maria-vitoria47@da.com,,2025-03-17,R$ 562.83,966,no
Dra. Emanuella Nogueira,monteirolorenzo@ig.com.br,,31-02-2023,R$ 36.48,996-I,sim
Sr. Murilo da Conceição,cardosostella@uol.com.br,41,1999-01-20,"58,84",,1
Dra. Bárbara Castro,guilhermepires@ig.com.br,,27/10/1971,"157,4",795,
enzo gabriel caldeira,mendesryan@bol.com.br,,31-02-2023,R$ 761.7,499-I,
Noah Pires,email_invalido@.com,,1958/07/23,R$ 686.73,,sim
Sr. João Aragão,maria-julia36@cardoso.com,49,2015-01-27,8854.81,,no
sr. raul alves,lda-costa@araujo.br,,2001/10/12,3810.89,115-S,false
SRTA. MARIA FERNANDA DA ROSA,carolina19@yahoo.com.br,,31-02-2023,"229,86",202-J,
Kevin Da Rosa,vieirarodrigo@duarte.org,30,1938/05/07,9536.35,,yes
Benício Barbosa,augustocastro@uol.com.br,36,2010-03-29,R$ 647.12,null,não
KEVIN BARBOSA,luiza85@martins.com,,1994-04-11,1017.31,null,não
francisco carvalho,manuelasouza@ig.com.br,46,04/09/1946,R$ 839.76,497,false
Clara Martins,santoslais@alves.com,,04/01/1969,R$ 183.44,870,
YAGO RIBEIRO,leandrogomes@uol.com.br,,2010-02-05,"919,81",576,true
luiz henrique castro,email_invalido@.com,63,1983-04-16,R$ 788.64,,sim
Sr. Enzo Gabriel Santos,email_invalido@.com,,2023-11-06,4517.54,179-X,
Srta. Isis da Cruz,diasmarina@uol.com.br,,1952/07/30,R$ 603.92,864,false
LUCCA TEIXEIRA,rodriguesjulia@uol.com.br,,31-02-2023,R$ 626.46,,false
MARIA SOPHIA NOGUEIRA,email_invalido@.com,,31-02-2023,7665.59,null,0
Mirella da Cruz,diogo37@porto.com,,28/09/2004,R$ 636.17,218,no
LUCAS GABRIEL DA COSTA,brunoalmeida@gomes.org,27,03/07/1949,5039.97,243,
Lucas Alves,email_invalido@.com,,1979-11-18,"709,22",,no
João Felipe Vieira,eloahcampos@yahoo.com.br,,31-02-2023,R$ 562.99,882-K,yes
Ian Farias,ryan48@pires.br,,1984-02-26,"750,87",584-I,true
ana carvalho,mendesnoah@ig.com.br,,24/02/1938,R$ 52.66,420,yes
MARIA SOPHIA GONÇALVES,barbosacarolina@da.br,,31-02-2023,8042.19,548-X,1
Enzo Melo,almeidaalexandre@silveira.br,59,1938/05/11,"491,53",557,false
SR. MURILO MORAES,zmartins@gmail.com,,1965/01/15,R$ 261.77,637,yes
Cauê Correia,luiz-henriquemartins@costa.br,47,1985-12-26,"55,76",null,no
PIETRA CARDOSO,rafaelalves@gmail.com,,31-02-2023,4299.52,834-C,não
Lara Nunes,brenopinto@gmail.com,,1980-11-27,R$ 649.4,,
sr. henrique ferreira,nunesthales@carvalho.com,,2022-07-19,R$ 282.32,null,
Carolina Nascimento,gfarias@bol.com.br,,31-02-2023,R$ 798.4,null,não
Nicolas Azevedo,anthony52@costela.org,,31-02-2023,R$ 537.2,427-Y,não
Giovanna Ribeiro,luana45@yahoo.com.br,28,02/02/1940,R$ 228.79,,0
joão pedro da cruz,vitor-gabrielda-mata@hotmail.com,,16/11/1957,2453.61,718,não
MARIANE DA LUZ,salmeida@costa.net,,04/09/1957,6161.5,,não
Ian da Rosa,email_invalido@.com,,1984/07/12,R$ 41.3,337-Y,sim
YASMIN MONTEIRO,nda-mata@nascimento.com,60,31-02-2023,5276.54,573,0
ARTHUR LIMA,samuel16@bol.com.br,,13/04/1935,7260.71,613-Z,true
Letícia Nascimento,email_invalido@.com,,31-02-2023,R$ 47.6,null,não
Ryan Rocha,nathan80@jesus.net,,2014-04-18,"366,4",null,false
emanuelly martins,heloisa41@uol.com.br,,31-02-2023,R$ 673.73,274-W,1
Ana Luiza Barbosa,alexiamoreira@carvalho.br,43,2001-09-20,"255,74",192,no
FRANCISCO NUNES,ana-luiza04@barbosa.net,51,26/12/1978,5671.13,651,não
KAIQUE DA ROSA,ycunha@bol.com.br,,1979/03/01,R$ 92.59,106-B,false
MARIA ALICE DA PAZ,ana-beatriz24@porto.br,,19/09/1973,R$ 474.16,284,0
Dra. Daniela da Conceição,joao-feliperamos@araujo.br,,31-02-2023,R$ 732.85,174-L,sim
Sr. Daniel Nascimento,cardosodavi@sales.org,,12/11/1953,R$ 335.59,,sim
benjamin nogueira,bryan63@fogaca.br,,29/03/2006,7225.6,,sim
Ana Beatriz Carvalho,isadorasilveira@bol.com.br,,30/11/1999,"203,95",null,no
dra. caroline viana,fernando52@oliveira.org,,1981/11/25,"166,60",298-B,true
Alexandre Rocha,cda-cruz@silveira.com,,1984/01/31,"281,23",null,1
MAYSA DA CRUZ,lucas29@da.net,,17/03/1964,"468,74",928,0
Giovanna Moraes,email_invalido@.com,44,28/12/1962,R$ 429.95,null,false
Rodrigo Nunes,isabel90@hotmail.com,,1976/07/11,6174.55,,true
Luiz Miguel Da Rosa,alana75@hotmail.com,,06/03/1985,"444,90",829,sim
Sarah Cardoso,ana-carolinada-rocha@hotmail.com,,1993-08-17,R$ 857.11,null,false
thiago martins,alexandrefernandes@martins.net,,1964/01/30,2493.77,218,false
SRA. ELISA SOUZA,ana-julia28@ribeiro.org,,1990/02/17,8444.83,566,true
ANA COSTA,pereiracaue@ig.com.br,37,2006/03/01,"527,42",677,1
MARIA CECÍLIA COSTA,gabriel15@yahoo.com.br,,31-02-2023,R$ 473.89,304-J,no
JOÃO GABRIEL NOVAES,davi-luizda-paz@da.com,38,1936/12/14,R$ 264.18,null,0
carlos eduardo novaes,oribeiro@sales.com,,31-02-2023,R$ 504.3,302-O,não
AMANDA PEIXOTO,rjesus@ig.com.br,,1964/02/26,3039.99,821-S,yes
ANA SILVEIRA,gnovaes@cardoso.org,36,1981/01/04,"730,9",,0
Elisa Rocha,krocha@cunha.org,,1941/12/05,R$ 954.54,,no
SARAH LIMA,ana-vitoriafarias@freitas.br,47,31-02-2023,"595,98",553,false
luiz miguel da cruz,vitoriacardoso@da.com,60,1950/05/15,"51,10",797-Y,1
Melissa Novaes,ana-sophia18@yahoo.com.br,,31-02-2023,"895,73",null,0
VALENTINA JESUS,vitor-hugonascimento@yahoo.com.br,,2014-04-01,807.21,,
MELISSA DIAS,email_invalido@.com,,1985/06/20,"140,19",null,yes
Sr. Lucca Da Rocha,eduarda69@bol.com.br,34,1948/12/08,R$ 141.85,730,
Maria Cecília Correia,theorezende@bol.com.br,,1994-07-27,R$ 820.99,null,no
camila moreira,stelladias@hotmail.com,,28/02/1988,R$ 523.49,215-X,0
EMILLY GOMES,carolinecaldeira@da.net,,1982/01/07,9877.21,962,
EMANUELLY CARDOSO,barbara38@bol.com.br,,2023-01-07,"714,87",765,0
Breno Freitas,vjesus@farias.br,,31/10/1964,"95,46",124,true
Srta. Esther Almeida,cardosoeduarda@uol.com.br,,1996-10-03,R$ 438.96,,no
bruna monteiro,email_invalido@.com,24,31-02-2023,"763,65",null,
CAROLINE ALMEIDA,nda-rosa@castro.com,,1953/09/06,4654.13,,true
joão lucas porto,xpinto@uol.com.br,,1976-06-17,R$ 567.68,null,sim
LEVI ARAGÃO,anapeixoto@nascimento.com,,31-02-2023,R$ 531.62,689,não
Igor Rezende,carvalhonoah@ig.com.br,33,31-02-2023,R$ 282.75,633,true
Leonardo Teixeira,luiz-henrique65@da.br,67,2006/03/15,"239,65",229,sim
Alícia Monteiro,ana-luiza91@barbosa.br,26,1950/05/12,"90,44",839-M,true
Dra. Heloísa Cardoso,davi-luiz76@bol.com.br,55,31-02-2023,R$ 336.25,null,sim
Gabriel Caldeira,moraesmiguel@hotmail.com,,30/01/1964,7491.29,937,
Anthony Cardoso,monteirodavi-lucas@dias.br,52,2025-03-26,"665,34",127-J,0
srta. elisa viana,antonioazevedo@yahoo.com.br,27,1986/10/22,784.98,,1
srta. maria clara da cruz,maysa95@melo.com,,31/07/1934,1154.28,null,yes
ana vitória da mata,giovanna20@ig.com.br,,1946/05/30,"247,53",911,0
Ana Vitória Gomes,nsales@hotmail.com,,2006-10-16,"188,37",null,não
Leandro Cunha,esther27@hotmail.com,,02/09/1939,R$ 934.68,287-M,0
Bruno Sales,costelacarlos-eduardo@ig.com.br,,2002/08/28,646.73,null,true
SR. CARLOS EDUARDO MOREIRA,pmoraes@peixoto.com,,1945/09/17,R$ 267.49,893,0
Erick Ferreira,kcarvalho@barros.net,,1983-01-23,9311.13,null,true
ana da mata,zda-costa@fogaca.com,,31-02-2023,"637,29",null,yes
Paulo Cardoso,ceciliaribeiro@silva.br,,31-02-2023,5848.1,,true
Helena Araújo,ribeiroenzo@aragao.com,,16/11/1934,R$ 632.56,271-R,1
vitor ramos,manuela75@barbosa.org,21,01/07/1948,8843.64,null,true
Sra. Milena Silva,email_invalido@.com,,31-02-2023,7427.81,718,não
Gustavo Mendes,ana-beatriz42@hotmail.com,,1994/10/27,"620,8",976,sim
Dr. João Miguel Ramos,email_invalido@.com,19,1945/05/16,8047.83,903-X,no
rebeca moreira,esther62@hotmail.com,67,1943/08/01,R$ 323.46,,
Eduardo Souza,gustavoda-rocha@ig.com.br,,25/09/1943,R$ 881.46,null,true
Fernando Alves,vitor-gabrielsilva@yahoo.com.br,,1995-11-12,R$ 605.12,714-E,
Luigi Santos,naraujo@moura.br,,2019-01-24,"901,8",null,
olivia fogaça,brendafogaca@ig.com.br,,1978/07/01,R$ 99.68,554-I,sim
Maria Fernanda Rocha,mendesandre@bol.com.br,,08/11/1955,8789.8,511-U,no
Marcos Vinicius Ribeiro,ksales@uol.com.br,20,31-02-2023,"947,56",,
ANA JULIA CARDOSO,email_invalido@.com,,12/03/1995,8962.3,245,0
Juliana Da Cunha,peixotoana-julia@da.br,,06/01/1970,R$ 722.89,,1
gustavo henrique mendes,email_invalido@.com,68,1961/04/29,749.3,null,false
dr. joão felipe da cunha,cunhamatheus@gmail.com,,1968/09/13,"768,14",124-S,false
Carlos Eduardo Moreira,rebecaporto@bol.com.br,,1954/03/23,2209.42,null,não
Isabelly Fogaça,bcardoso@almeida.br,,2004-10-26,"258,11",,true
SR. LUCAS GABRIEL DA ROSA,xcampos@silveira.net,,31-02-2023,1837.24,,sim
Kaique Jesus,rebecaazevedo@goncalves.net,35,31-02-2023,"848,52",563,0
MARINA RIBEIRO,murilo52@porto.br,,31-02-2023,"165,41",null,não
Dr. Theo Freitas,vitor-hugopereira@ig.com.br,,17/06/1946,"216,87",,true
Eloah Moura,bgomes@teixeira.com,,10/12/1962,R$ 645.89,318,false
Stephany da Mota,barbarada-cunha@da.br,59,02/07/1996,"711,9",,false
marcos vinicius ramos,acunha@yahoo.com.br,,1983-05-23,1962.55,null,yes
Joana Vieira,email_invalido@.com,,1989-01-21,"54,59",,yes
Leonardo Monteiro,hda-luz@fernandes.com,43,16/10/1948,"905,16",,no
esther martins,enricopires@ribeiro.br,,31-02-2023,1645.5,,não
GUSTAVO DAS NEVES,pedro-henriquesilva@porto.com,,31-02-2023,"896,95",331-R,1
Dr. João Lucas Cardoso,matheus29@fernandes.br,,31-02-2023,2288.86,823,1
Larissa Dias,orodrigues@hotmail.com,,1975/10/02,4109.57,null,0
sra. catarina da mata,tcavalcanti@ig.com.br,,11/07/1952,"410,20",370-B,true
Emilly Rodrigues,oliveiraisaac@uol.com.br,,1951/11/23,"16,25",376-I,não
Joana Melo,jcostela@yahoo.com.br,59,05/01/1991,4519.76,null,sim
laís da rosa,bruna11@silva.br,,31-02-2023,R$ 803.56,778,
Sr. Yuri Freitas,jmendes@gmail.com,,08/08/1973,R$ 472.16,,no
Dr. Theo das Neves,wazevedo@yahoo.com.br,32,1950/07/29,6091.77,,0
João Lucas da Cunha,rodrigo41@moreira.com,64,05/09/1983,907.86,358,sim
raul farias,urocha@barros.com,,1972/12/06,"281,76",null,
THOMAS SALES,lopesana-julia@uol.com.br,33,1952/01/15,R$ 531.55,981,yes
luana porto,castrorebeca@da.com,33,1976-01-10,"744,51",null,0
NICOLAS ALMEIDA,kamilly07@ig.com.br,,1950/06/28,R$ 794.46,null,no
beatriz jesus,theocavalcanti@bol.com.br,,2007-03-01,8342.64,null,
Matheus Castro,qcorreia@dias.br,40,1984-02-22,3128.37,null,true
Cauê Porto,azevedohenrique@uol.com.br,49,1978/02/15,"354,16",,no
SR. NICOLAS PIRES,email_invalido@.com,54,21/07/1952,R$ 683.78,952-K,
Isabella Carvalho,bruna16@hotmail.com,,1992-06-11,R$ 717.87,538,
Ana Luiza Almeida,salesstella@yahoo.com.br,,1941/04/17,R$ 837.25,607-A,não
ana rocha,valentinafarias@campos.br,,1986/07/20,"739,17",null,1
Nicole Porto,nina77@aragao.com,33,2011-02-22,"833,92",187-I,1
MANUELA RODRIGUES,email_invalido@.com,50,06/07/1955,R$ 549.45,null,no
sra. letícia sales,ana-juliamendes@moreira.br,22,2020-03-28,R$ 178.2,,0
VITOR GABRIEL NUNES,lcarvalho@bol.com.br,,1997-10-21,R$ 556.48,null,1
Kamilly Lima,gustavo-henrique30@silveira.br,,2017-03-01,R$ 527.61,406,0
SR. EMANUEL CALDEIRA,valentina84@yahoo.com.br,21,31-02-2023,R$ 709.48,,
Maria Martins,fariasmaria-julia@rocha.br,,12/11/1953,R$ 797.82,189,false
LUIZ FERNANDO BARROS,email_invalido@.com,,2002/11/08,R$ 460.3,,1
laura martins,rodriguesguilherme@yahoo.com.br,,17/12/1954,"373,71",,1
JOANA PEIXOTO,henrique18@cunha.br,,1994/12/14,2578.14,,0
DRA. AMANDA DA ROCHA,joao-pedro17@barros.com,,02/04/1988,"486,65",null,
Srta. Valentina Souza,ramosgustavo-henrique@rodrigues.com,32,31-02-2023,R$ 636.5,130-F,1
DR. VITOR HUGO MELO,caldeiraluigi@freitas.org,,31-02-2023,R$ 176.19,537,não
NATHAN PEREIRA,rebecanascimento@oliveira.br,45,1987-12-02,R$ 363.47,266-G,sim
Srta. Sophie da Rosa,pedro-lucas71@yahoo.com.br,,31-02-2023,"820,0",null,1
Pietra Novaes,pedro-miguelgoncalves@gmail.com,,31-02-2023,4257.1,,
ana luiza barros,marcelaalmeida@hotmail.com,27,1982/02/07,2298.39,936-C,sim
CECÍLIA DAS NEVES,mramos@monteiro.br,,31-02-2023,R$ 145.86,398-Z,0
Srta. Ana Júlia Porto,bernardo81@correia.br,46,31-02-2023,5601.14,null,sim
Ana da Conceição,joao-lucasrocha@jesus.net,44,05/09/1939,"563,76",null,sim
Laís Monteiro,nicoleda-rosa@yahoo.com.br,35,2000-09-10,"956,41",786,0
PEDRO HENRIQUE BARBOSA,hmoreira@mendes.org,35,2006-11-03,3884.92,644-X,no
Camila Da Rocha,davi-luccacarvalho@farias.br,56,1969/06/10,2344.18,,
dra. joana costela,nina78@ig.com.br,58,20/11/2005,R$ 13.14,875,sim
agatha lopes,teixeiraeduarda@cardoso.br,,17/07/2001,"577,93",,não
Isabella Costa,tcosta@moraes.br,69,08/05/1964,"804,6",518,1
LAVÍNIA DA CRUZ,rebeca58@da.br,,09/11/1937,4280.61,154,sim
SRA. ANA MELO,ana-livia36@pires.com,44,1989/02/07,R$ 511.21,,true
benício silveira,stephany32@ig.com.br,26,31-02-2023,2019.77,256,true
Noah Barbosa,pedro04@da.org,,1972/10/08,6324.25,,1
giovanna pires,enzo03@ramos.br,,1997/06/07,337.23,572,1
Raul Souza,lviana@jesus.org,,1963/12/09,"890,6",null,
Lucas Gabriel Teixeira,emillymonteiro@pereira.br,63,1986/10/26,9312.78,378-O,true
ELISA SANTOS,eduarda01@bol.com.br,57,31-02-2023,R$ 166.48,955,não
Amanda Caldeira,bda-mata@gmail.com,,1978/12/04,1318.85,580,sim
Pedro Lucas Oliveira,nsales@uol.com.br,,1999/03/06,"31,82",,não
FERNANDA SILVA,monteirojuan@hotmail.com,,2006/12/22,"770,18",null,false
